event_id,division_canon,person_canon,places,message
1143155263,Open Sick 3,Jorden Moir,"[1, 3]","[sub_round] event=1143155263 div='Open Sick 3' person='Jorden Moir' places=[1, 3] (pool/heat/round-robin)"
1143155263,Open Sick 3,Jim Penske,"[2, 3]","[adjacent_podium] event=1143155263 div='Open Sick 3' person='Jim Penske' places=[2, 3] (dual-division or heat/final)"
1148374547,Freestyle,Augustin Tiffou,"[5, 6]","[sub_round] event=1148374547 div='Freestyle' person='Augustin Tiffou' places=[5, 6] (pool/heat/round-robin)"
1148374547,Freestyle,Maxime Boucoiran,"[2, 3]","[adjacent_podium] event=1148374547 div='Freestyle' person='Maxime Boucoiran' places=[2, 3] (dual-division or heat/final)"
1148374547,Freestyle,Franck Rémy,"[2, 3]","[adjacent_podium] event=1148374547 div='Freestyle' person='Franck Rémy' places=[2, 3] (dual-division or heat/final)"
1148374547,Freestyle,Grischa Tellenbach,"[5, 6]","[sub_round] event=1148374547 div='Freestyle' person='Grischa Tellenbach' places=[5, 6] (pool/heat/round-robin)"
1149763452,Sick 3,Max Boucoiran,"[5, 7]","[sub_round] event=1149763452 div='Sick 3' person='Max Boucoiran' places=[5, 7] (pool/heat/round-robin)"
1149763452,Sick 3,Joel Roset,"[2, 4]","[sub_round] event=1149763452 div='Sick 3' person='Joel Roset' places=[2, 4] (pool/heat/round-robin)"
1149763452,Sick 3,Karim Daouk,"[1, 2]","[adjacent_podium] event=1149763452 div='Sick 3' person='Karim Daouk' places=[1, 2] (dual-division or heat/final)"
1149763452,Sick 3,Matthias Lino Schmidt,"[4, 6]","[sub_round] event=1149763452 div='Sick 3' person='Matthias Lino Schmidt' places=[4, 6] (pool/heat/round-robin)"
1161888703,[U]Sick One[/U],David Clavens,"[1, 2]","[adjacent_podium] event=1161888703 div='[U]Sick One[/U]' person='David Clavens' places=[1, 2] (dual-division or heat/final)"
1161888703,[U]Sick One[/U],Jorden Moir,"[1, 2]","[adjacent_podium] event=1161888703 div='[U]Sick One[/U]' person='Jorden Moir' places=[1, 2] (dual-division or heat/final)"
1176650845,Freestyle Routines Finals,Jonathan Schneider,"[1, 2]","[adjacent_podium] event=1176650845 div='Freestyle Routines Finals' person='Jonathan Schneider' places=[1, 2] (dual-division or heat/final)"
1176650845,Freestyle Routines Finals,Dan Greer,"[3, 4]","[sub_round] event=1176650845 div='Freestyle Routines Finals' person='Dan Greer' places=[3, 4] (pool/heat/round-robin)"
1176650845,Freestyle Routines Finals,Benny Kellman,"[1, 2]","[adjacent_podium] event=1176650845 div='Freestyle Routines Finals' person='Benny Kellman' places=[1, 2] (dual-division or heat/final)"
1176650845,Freestyle Routines Finals,Chris Balch,"[3, 4]","[sub_round] event=1176650845 div='Freestyle Routines Finals' person='Chris Balch' places=[3, 4] (pool/heat/round-robin)"
1177512537,Singles Freestyle,Jeremy Masselis,"[2, 4]","[sub_round] event=1177512537 div='Singles Freestyle' person='Jeremy Masselis' places=[2, 4] (pool/heat/round-robin)"
1177512537,Singles Freestyle,Maxime Boucoiran,"[2, 3]","[adjacent_podium] event=1177512537 div='Singles Freestyle' person='Maxime Boucoiran' places=[2, 3] (dual-division or heat/final)"
1177512537,Singles Freestyle,Grischa Tellenbach,"[3, 4]","[sub_round] event=1177512537 div='Singles Freestyle' person='Grischa Tellenbach' places=[3, 4] (pool/heat/round-robin)"
1183729267,Shred 30,Alexander Trenner,"[9, 10]","[sub_round] event=1183729267 div='Shred 30' person='Alexander Trenner' places=[9, 10] (pool/heat/round-robin)"
1183729267,Shred 30,Tina Aeberli,"[3, 7]","[sub_round] event=1183729267 div='Shred 30' person='Tina Aeberli' places=[3, 7] (pool/heat/round-robin)"
1183729267,Shred 30,Karim Daouk,"[5, 11]","[sub_round] event=1183729267 div='Shred 30' person='Karim Daouk' places=[5, 11] (pool/heat/round-robin)"
1185556078,Open Freestyle,Markus Meisinger,"[4, 7]","[sub_round] event=1185556078 div='Open Freestyle' person='Markus Meisinger' places=[4, 7] (roundy-division heuristic net/freestyle/shred etc.)"
1185556078,Open Freestyle,Christopher Larndorfer,"[3, 5]","[sub_round] event=1185556078 div='Open Freestyle' person='Christopher Larndorfer' places=[3, 5] (pool/heat/round-robin)"
1185556078,Open Freestyle,Rene Ruehr,"[4, 6]","[sub_round] event=1185556078 div='Open Freestyle' person='Rene Ruehr' places=[4, 6] (pool/heat/round-robin)"
1185556078,Open Freestyle,Klemenz Längauer,"[2, 3]","[adjacent_podium] event=1185556078 div='Open Freestyle' person='Klemenz Längauer' places=[2, 3] (dual-division or heat/final)"
1185556078,Open Freestyle,Roman Huber,"[2, 8]","[sub_round] event=1185556078 div='Open Freestyle' person='Roman Huber' places=[2, 8] (roundy-division heuristic net/freestyle/shred etc.)"
1185556078,Open Freestyle,Ali Djastranj,"[3, 4]","[sub_round] event=1185556078 div='Open Freestyle' person='Ali Djastranj' places=[3, 4] (pool/heat/round-robin)"
1185556078,Open Freestyle,Matthias Lino Schmidt,"[1, 2]","[adjacent_podium] event=1185556078 div='Open Freestyle' person='Matthias Lino Schmidt' places=[1, 2] (dual-division or heat/final)"
1189345008,Request Contest,Wiktor Debski,"[2, 3]","[adjacent_podium] event=1189345008 div='Request Contest' person='Wiktor Debski' places=[2, 3] (dual-division or heat/final)"
1189345008,Shred 30,Maciej Bujko,"[2, 3]","[adjacent_podium] event=1189345008 div='Shred 30' person='Maciej Bujko' places=[2, 3] (dual-division or heat/final)"
1189345008,Shred 30,Damian Gielnicki,"[2, 3]","[adjacent_podium] event=1189345008 div='Shred 30' person='Damian Gielnicki' places=[2, 3] (dual-division or heat/final)"
1200725314,Open Singles Freestyle,Dustin Rhodes,"[3, 4]","[sub_round] event=1200725314 div='Open Singles Freestyle' person='Dustin Rhodes' places=[3, 4] (pool/heat/round-robin)"
1200725314,Open Singles Freestyle,Ben Skaggs,"[2, 3]","[adjacent_podium] event=1200725314 div='Open Singles Freestyle' person='Ben Skaggs' places=[2, 3] (dual-division or heat/final)"
1206161350,Request Contest,Sebastien Duchesne,"[2, 4]","[sub_round] event=1206161350 div='Request Contest' person='Sebastien Duchesne' places=[2, 4] (pool/heat/round-robin)"
1219405634,Circle Contest,Sebastian Jurzysta,"[5, 18]","[sub_round] event=1219405634 div='Circle Contest' person='Sebastian Jurzysta' places=[5, 18] (pool/heat/round-robin)"
1219405634,Circle Contest,Sylwia Kocyck,"[18, 23]","[sub_round] event=1219405634 div='Circle Contest' person='Sylwia Kocyck' places=[18, 23] (pool/heat/round-robin)"
1219405634,Circle Contest,Marcin Staron,"[5, 9]","[sub_round] event=1219405634 div='Circle Contest' person='Marcin Staron' places=[5, 9] (pool/heat/round-robin)"
1219405634,Circle Contest,Micha Biarda,"[2, 4]","[sub_round] event=1219405634 div='Circle Contest' person='Micha Biarda' places=[2, 4] (pool/heat/round-robin)"
1219405634,Circle Contest,Micha Ostrowski,"[4, 5]","[sub_round] event=1219405634 div='Circle Contest' person='Micha Ostrowski' places=[4, 5] (pool/heat/round-robin)"
1219405634,Circle Contest,Kamil Wysocki,"[2, 5]","[sub_round] event=1219405634 div='Circle Contest' person='Kamil Wysocki' places=[2, 5] (pool/heat/round-robin)"
1219405634,Circle Contest,Damian Gielnicki,"[2, 5]","[sub_round] event=1219405634 div='Circle Contest' person='Damian Gielnicki' places=[2, 5] (pool/heat/round-robin)"
1228946926,Sick 3,Karel Prokes,"[3, 4]","[sub_round] event=1228946926 div='Sick 3' person='Karel Prokes' places=[3, 4] (pool/heat/round-robin)"
1228946926,Sick 3,Jindrich Smola,"[6, 9]","[sub_round] event=1228946926 div='Sick 3' person='Jindrich Smola' places=[6, 9] (roundy-division heuristic net/freestyle/shred etc.)"
1239721441,Circle Contest,Wiktor Debski,"[2, 3]","[adjacent_podium] event=1239721441 div='Circle Contest' person='Wiktor Debski' places=[2, 3] (dual-division or heat/final)"
1252110023,Singles,Jack Lentz,"[2, 9]","[sub_round] event=1252110023 div='Singles' person='Jack Lentz' places=[2, 9] (pool-play-heavy event)"
1252110023,Singles,Ryan Thomas,"[1, 7]","[sub_round] event=1252110023 div='Singles' person='Ryan Thomas' places=[1, 7] (pool-play-heavy event)"
1252110023,Singles,Dan Johnson,"[3, 6]","[sub_round] event=1252110023 div='Singles' person='Dan Johnson' places=[3, 6] (pool-play-heavy event)"
1252110023,Singles,Chris Balch,"[5, 8]","[sub_round] event=1252110023 div='Singles' person='Chris Balch' places=[5, 8] (pool-play-heavy event)"
1255957016,Open Freestyle,Jakub Grabarczyk,"[2, 5]","[sub_round] event=1255957016 div='Open Freestyle' person='Jakub Grabarczyk' places=[2, 5] (roundy-division heuristic net/freestyle/shred etc.)"
1255957016,Open Freestyle,Maciej Niczyporuk,"[8, 10]","[sub_round] event=1255957016 div='Open Freestyle' person='Maciej Niczyporuk' places=[8, 10] (pool/heat/round-robin)"
1255957016,Open Freestyle,Mariusz Wilk,"[5, 9]","[sub_round] event=1255957016 div='Open Freestyle' person='Mariusz Wilk' places=[5, 9] (roundy-division heuristic net/freestyle/shred etc.)"
1255957016,Open Freestyle,Damian Gielnicki,"[2, 4]","[sub_round] event=1255957016 div='Open Freestyle' person='Damian Gielnicki' places=[2, 4] (pool/heat/round-robin)"
1255957016,Open Freestyle,Pawe Nowak,"[7, 11]","[sub_round] event=1255957016 div='Open Freestyle' person='Pawe Nowak' places=[7, 11] (roundy-division heuristic net/freestyle/shred etc.)"
1260368810,Results Pro Image Cash Golf,Yves Mingard,"[1, 6]","[parse_artifact] event=1260368810 div='Results Pro Image Cash Golf' person='Yves Mingard' places=[1, 6] (division looks like results header)"
1268407783,Intermediate,John Goode,"[5, 7]","[sub_round] event=1268407783 div='Intermediate' person='John Goode' places=[5, 7] (pool/heat/round-robin)"
1268407783,Intermediate,Dan Greer,"[4, 7]","[sub_round] event=1268407783 div='Intermediate' person='Dan Greer' places=[4, 7] (pool-play-heavy event)"
1268407783,Intermediate,Ryan Thomas,"[2, 3]","[adjacent_podium] event=1268407783 div='Intermediate' person='Ryan Thomas' places=[2, 3] (dual-division or heat/final)"
1268407783,Intermediate,Darryl Genz,"[5, 6]","[sub_round] event=1268407783 div='Intermediate' person='Darryl Genz' places=[5, 6] (pool/heat/round-robin)"
1268407783,Intermediate,Mark Bull,"[1, 3]","[sub_round] event=1268407783 div='Intermediate' person='Mark Bull' places=[1, 3] (pool/heat/round-robin)"
1268407783,Intermediate,Aric McIntosh,"[2, 3]","[adjacent_podium] event=1268407783 div='Intermediate' person='Aric McIntosh' places=[2, 3] (dual-division or heat/final)"
1268407783,Novice,Ryan Thomas,"[1, 4]","[sub_round] event=1268407783 div='Novice' person='Ryan Thomas' places=[1, 4] (pool-play-heavy event)"
1268407783,Novice,Aric McIntosh,"[5, 6]","[sub_round] event=1268407783 div='Novice' person='Aric McIntosh' places=[5, 6] (pool/heat/round-robin)"
1269111845,Open Singles Net,Thibault Rehn,"[10, 12]","[sub_round] event=1269111845 div='Open Singles Net' person='Thibault Rehn' places=[10, 12] (pool/heat/round-robin)"
1269111845,Open Singles Net,Dominic O'Brien,"[6, 8]","[sub_round] event=1269111845 div='Open Singles Net' person=""Dominic O'Brien"" places=[6, 8] (pool/heat/round-robin)"
1269111845,Open Singles Net,Gilles Demers,"[1, 6]","[sub_round] event=1269111845 div='Open Singles Net' person='Gilles Demers' places=[1, 6] (pool-play-heavy event)"
1269111845,Open Singles Net,Jean François Bélanger,"[9, 11]","[sub_round] event=1269111845 div='Open Singles Net' person='Jean François Bélanger' places=[9, 11] (pool/heat/round-robin)"
1269111845,Open Singles Net,Yves Archambault,"[3, 5]","[sub_round] event=1269111845 div='Open Singles Net' person='Yves Archambault' places=[3, 5] (pool/heat/round-robin)"
1269111845,Open Singles Net,Martin Cote,"[4, 5]","[sub_round] event=1269111845 div='Open Singles Net' person='Martin Cote' places=[4, 5] (pool/heat/round-robin)"
1269111845,Open Singles Net,Philippe Lessard,"[8, 12]","[sub_round] event=1269111845 div='Open Singles Net' person='Philippe Lessard' places=[8, 12] (pool-play-heavy event)"
1269111845,Open Singles Net,François Depatie,"[1, 3]","[sub_round] event=1269111845 div='Open Singles Net' person='François Depatie' places=[1, 3] (pool/heat/round-robin)"
1269111845,Open Singles Net,Benjamin Rochon,"[2, 7]","[sub_round] event=1269111845 div='Open Singles Net' person='Benjamin Rochon' places=[2, 7] (pool-play-heavy event)"
1269111845,Open Singles Net,Luc Legeault,"[2, 4]","[sub_round] event=1269111845 div='Open Singles Net' person='Luc Legeault' places=[2, 4] (pool/heat/round-robin)"
1269111845,Open Singles Net,Mathieu Payant,"[10, 11]","[sub_round] event=1269111845 div='Open Singles Net' person='Mathieu Payant' places=[10, 11] (pool/heat/round-robin)"
1269111845,Open Singles Net,Geneviève Bousquet,"[7, 9]","[sub_round] event=1269111845 div='Open Singles Net' person='Geneviève Bousquet' places=[7, 9] (pool/heat/round-robin)"
1270631935,Open Singles Net,Lisa Amenguale,"[4, 17]","[sub_round] event=1270631935 div='Open Singles Net' person='Lisa Amenguale' places=[4, 17] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Hakan Hellberg,"[2, 9]","[sub_round] event=1270631935 div='Open Singles Net' person='Hakan Hellberg' places=[2, 9] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Amaya Straeten,"[2, 6]","[sub_round] event=1270631935 div='Open Singles Net' person='Amaya Straeten' places=[2, 6] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Sébastien Maillet,"[2, 7]","[sub_round] event=1270631935 div='Open Singles Net' person='Sébastien Maillet' places=[2, 7] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Yves Kreil,"[1, 2]","[adjacent_podium] event=1270631935 div='Open Singles Net' person='Yves Kreil' places=[1, 2] (dual-division or heat/final)"
1270631935,Open Singles Net,Vincent Rousseau,"[3, 13]","[sub_round] event=1270631935 div='Open Singles Net' person='Vincent Rousseau' places=[3, 13] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Justin Eichenlaub,"[3, 12]","[sub_round] event=1270631935 div='Open Singles Net' person='Justin Eichenlaub' places=[3, 12] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Yves Mingard,"[3, 15]","[sub_round] event=1270631935 div='Open Singles Net' person='Yves Mingard' places=[3, 15] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Greg Lima,"[1, 3]","[sub_round] event=1270631935 div='Open Singles Net' person='Greg Lima' places=[1, 3] (pool/heat/round-robin)"
1270631935,Open Singles Net,Arthur Ledain,"[1, 5]","[sub_round] event=1270631935 div='Open Singles Net' person='Arthur Ledain' places=[1, 5] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Tammo Rockel,"[3, 11]","[sub_round] event=1270631935 div='Open Singles Net' person='Tammo Rockel' places=[3, 11] (roundy-division heuristic net/freestyle/shred etc.)"
1270631935,Open Singles Net,Lino Landau,"[1, 4]","[sub_round] event=1270631935 div='Open Singles Net' person='Lino Landau' places=[1, 4] (roundy-division heuristic net/freestyle/shred etc.)"
1285506605,Routines,Evan Gatesman,"[1, 2]","[adjacent_podium] event=1285506605 div='Routines' person='Evan Gatesman' places=[1, 2] (dual-division or heat/final)"
1288096032,Circle Contest,Mariusz Wilk,"[3, 4]","[sub_round] event=1288096032 div='Circle Contest' person='Mariusz Wilk' places=[3, 4] (pool/heat/round-robin)"
1288096032,Circle Contest,Rafal Kaleta,"[3, 6]","[sub_round] event=1288096032 div='Circle Contest' person='Rafal Kaleta' places=[3, 6] (pool/heat/round-robin)"
1288096032,Circle Contest,Damian Gielnicki,"[1, 2]","[adjacent_podium] event=1288096032 div='Circle Contest' person='Damian Gielnicki' places=[1, 2] (dual-division or heat/final)"
1288096032,Circle Contest,Bartosz Bubula,"[1, 4]","[sub_round] event=1288096032 div='Circle Contest' person='Bartosz Bubula' places=[1, 4] (pool/heat/round-robin)"
1288096032,Request Contest,Damian Gielnicki,"[1, 11]","[sub_round] event=1288096032 div='Request Contest' person='Damian Gielnicki' places=[1, 11] (division label suggests rounds/request/singles or concatenated header)"
1294262550,Open Routines,Aleksi Airinen,"[2, 4]","[sub_round] event=1294262550 div='Open Routines' person='Aleksi Airinen' places=[2, 4] (pool/heat/round-robin)"
1297811412,Request Contest,Pawel Rozek,"[2, 5]","[sub_round] event=1297811412 div='Request Contest' person='Pawel Rozek' places=[2, 5] (pool-play-heavy event)"
1297811412,Request Contest,Sylwia Kocyck,"[9, 13]","[sub_round] event=1297811412 div='Request Contest' person='Sylwia Kocyck' places=[9, 13] (pool-play-heavy event)"
1297811412,Request Contest,Maciej Niczyporuk,"[5, 9]","[sub_round] event=1297811412 div='Request Contest' person='Maciej Niczyporuk' places=[5, 9] (pool-play-heavy event)"
1297811412,Request Contest,Michal Biarda,"[2, 12]","[sub_round] event=1297811412 div='Request Contest' person='Michal Biarda' places=[2, 12] (pool-play-heavy event)"
1297811412,Request Contest,Konrad Chlebny,"[9, 13]","[sub_round] event=1297811412 div='Request Contest' person='Konrad Chlebny' places=[9, 13] (pool-play-heavy event)"
1297811412,Request Contest,Arkadiusz Dudzinski,"[3, 4]","[sub_round] event=1297811412 div='Request Contest' person='Arkadiusz Dudzinski' places=[3, 4] (pool/heat/round-robin)"
1297811412,Request Contest,Przemyslaw Pietrzycki,"[5, 13]","[sub_round] event=1297811412 div='Request Contest' person='Przemyslaw Pietrzycki' places=[5, 13] (pool-play-heavy event)"
1297811412,Request Contest,Pawel Scierski,"[9, 11]","[sub_round] event=1297811412 div='Request Contest' person='Pawel Scierski' places=[9, 11] (pool/heat/round-robin)"
1297811412,Request Contest,Damian Gielnicki,"[1, 9]","[sub_round] event=1297811412 div='Request Contest' person='Damian Gielnicki' places=[1, 9] (pool-play-heavy event)"
1297811412,Request Contest,Krzysztof Sobótka,"[3, 4]","[sub_round] event=1297811412 div='Request Contest' person='Krzysztof Sobótka' places=[3, 4] (pool/heat/round-robin)"
1297811412,Request Contest,Michal Jalowiecki,"[9, 19]","[sub_round] event=1297811412 div='Request Contest' person='Michal Jalowiecki' places=[9, 19] (pool-play-heavy event)"
1297909685,Women's Singles Net,Ivaneidy Zambrano Torres,"[1, 5]","[sub_round] event=1297909685 div=""Women's Singles Net"" person='Ivaneidy Zambrano Torres' places=[1, 5] (roundy-division heuristic net/freestyle/shred etc.)"
1301675662,Woman Single Net,Ivaneidy Zambrano Torres,"[1, 4]","[sub_round] event=1301675662 div='Woman Single Net' person='Ivaneidy Zambrano Torres' places=[1, 4] (roundy-division heuristic net/freestyle/shred etc.)"
1301837216,Open Singles Net,Benjamin Rochon,"[2, 3]","[adjacent_podium] event=1301837216 div='Open Singles Net' person='Benjamin Rochon' places=[2, 3] (dual-division or heat/final)"
1301837216,Open Singles Net,Luc Legeault,"[2, 3]","[adjacent_podium] event=1301837216 div='Open Singles Net' person='Luc Legeault' places=[2, 3] (dual-division or heat/final)"
1305581560,Singles Net,Mouss Kabbal,"[3, 4]","[sub_round] event=1305581560 div='Singles Net' person='Mouss Kabbal' places=[3, 4] (pool/heat/round-robin)"
1305581560,Singles Net,David Rambaud,"[9, 13]","[sub_round] event=1305581560 div='Singles Net' person='David Rambaud' places=[9, 13] (pool-play-heavy event)"
1305581560,Singles Net,Thomas Sustrac,"[6, 14]","[sub_round] event=1305581560 div='Singles Net' person='Thomas Sustrac' places=[6, 14] (pool-play-heavy event)"
1305581560,Singles Net,Marc Brunet,"[4, 11]","[sub_round] event=1305581560 div='Singles Net' person='Marc Brunet' places=[4, 11] (pool-play-heavy event)"
1305581560,Singles Net,Wilfried Vincendeau,"[10, 18]","[sub_round] event=1305581560 div='Singles Net' person='Wilfried Vincendeau' places=[10, 18] (pool-play-heavy event)"
1305581560,Singles Net,Guillaume Degat,"[5, 6]","[sub_round] event=1305581560 div='Singles Net' person='Guillaume Degat' places=[5, 6] (pool/heat/round-robin)"
1305581560,Singles Net,Arthur Ledain,"[1, 2]","[adjacent_podium] event=1305581560 div='Singles Net' person='Arthur Ledain' places=[1, 2] (dual-division or heat/final)"
1305581560,Singles Net,Grischa Tellenbach,"[1, 5]","[sub_round] event=1305581560 div='Singles Net' person='Grischa Tellenbach' places=[1, 5] (pool-play-heavy event)"
1314323534,Shred 30,Alberto Perez,"[1, 2]","[adjacent_podium] event=1314323534 div='Shred 30' person='Alberto Perez' places=[1, 2] (dual-division or heat/final)"
1314323534,Shred 30,Sebastian Ceballos,"[1, 2]","[adjacent_podium] event=1314323534 div='Shred 30' person='Sebastian Ceballos' places=[1, 2] (dual-division or heat/final)"
1316280393,Circle Contest,Rafal Kaleta,"[4, 7]","[sub_round] event=1316280393 div='Circle Contest' person='Rafal Kaleta' places=[4, 7] (pool/heat/round-robin)"
1316280393,Circle Contest,Krzysztof Sobótka,"[2, 5]","[sub_round] event=1316280393 div='Circle Contest' person='Krzysztof Sobótka' places=[2, 5] (pool/heat/round-robin)"
1336988107,Shred 30,Arkadiusz Dudzinski,"[1, 2]","[adjacent_podium] event=1336988107 div='Shred 30' person='Arkadiusz Dudzinski' places=[1, 2] (dual-division or heat/final)"
1336988107,Shred 30,Patryk Tenderenda,"[13, 14]","[sub_round] event=1336988107 div='Shred 30' person='Patryk Tenderenda' places=[13, 14] (pool/heat/round-robin)"
