event_id,year,source_path,source_url,source_file,source_layer,event_name_raw,date_raw,location_raw,host_club_raw,event_type_raw,results_block_raw,results_lines_n,has_results,html_parse_notes,html_warnings
1000071985,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1000071985/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1000071985/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1000071985/index.html,mirror_full,2001 Frankfurt Footbag Open,"September 29, 2001","Fachhochschule Frankfurt am Main, Kleiststra?e 10 Frankfurt/Main, Hessen, Germany",SG Frankfurt Footbag e.V.,,"

Frankfurt Footbag Open 2001 ... Results

www.footbagfreestyle.de/frankfurtopen
 


Ladies Open Freestyle



  
Julia Böhm ... 7

  
Nadine Beyeler ... 11

  
Isabelle Widmer ... 12




Gents Open Freestyle



  
Brain McKenzie

  
Christian Löw

  
Dexter

  
Ales Zelinka

  
Ole Schnack

  
Christoph Hitz

  
Tomas Tyrpekl

  
Venca Runstuk




For detailed information about the 
results
 and some 
videos

please visit

www.footbagfreestyle.de/frankfurtopen
. ",22,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; host_club: div.eventsHostClubInner; year: date_raw; results: div.eventsResults > pre.eventsPre,event_type: not found
1001076203,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001076203/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001076203/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001076203/index.html,mirror_full,3ème Open de France de Footbag,"November 9-11, 2001","Paint-ball Arena Montpellier, Hérault, France",nan,,"
C'était très bien : bonne ambiance , belle compétition et bons joueurs 
:cependant puisqu'il ne peut en rester qu'un comme vous le savez et bien on peut 
dire que le overall champion pour cet Open de France est :

M. Christophe Gobart dit Gobbish

Gobbish on t'aime !!!!!!!!

Bon un peu plus de sérieux, parce qu'il a quand même pas été tout seul et il a 
surtout pas été le plus fort en freestyle : parce que les parisiens étaient la 
...

En freestyle ça a été très séré parce qu'ils étaient tous très forts : belle 
progression de tout le monde par rapport à l'année dernière:

SINGLE Féminine:

1. Claire Beltran (Paris Zion) Elle reste championne et pas seulement par le 
manque de concurentes, alors les filles venez vous inscrire pour lui disputer 
son titre

SINGLE Homme:

1. Franck Rémy (Paris Zion) c'était vraiment difficile de séparer les 2 premiers
2. Cyril Kabache (Paris Rien n'est Hacky)
3. Yves Bouquier (Paris Zion)
4. David Chabannes (Midi Footbag Thor Le) le chouchou
5. Christopher Reyer (Paris Rien n'est Hacky), désolé pour l'oubli
6. Miquel Clemente (Icarus Montpellier) allez montpellier
7. Max Boucoiran (75 add) superman du fat trick
7. Eric Dargent (Lyon son club)
9. Olivier Gonelle (ICARUS POWER)
9. Christophe Gobbart (Midi footbag Le thor)

DOUBLE :

Fred Touzelet / Maxime Boucoiran trop belle session (bien joué les gars)
David Chabannes /Christophe Gobart
En net magnifique compétition aussi ou la domination du sud s'est faite sentir à 
l'opposé du freestyle :

DOUBLE :

1. Gobbish et Lionel Veluire(Thor le)
2. Nicolas De Zeeuw et Miquel Clemente (Icarus Montpellier)
3. Chacha et Cyril Peron (Thor le)
3. Olivier Gonelle et Ludovic Lacaze (Icarus Montpellier)
5. Davy Lernould et Mitch Belledent (Thor Le)
5. Fred Touzelet et Yves Bouquier (Paris Zion)
5. Eric Dargent et Yohann Rebattu (Lyon)

SINGLE :

1. Gobbish (Midi Footbag Thor Le) encore le même ,y en a marre quand est ce 
qu'il prend sa retraite papy
2. David Chabannes (Midi Footbag Thor Le)
3. Lionel Veluire (Midi Footbag Thor Le)
3. Ludovic Lacaze (Icarus Montpellier)
5. Nicolas De Zeeuw (Icarus Montpellier) allez montpellier

Enfin la plus belle épreuve du week end, du moins la dernière:

LE FAT TRICK

Super champion : Chacha qui a passé une figure énorme qu'il ne serait capable de 
repasser qu'avec cette ambiance qui est présente à chaque Open.

Félicitations à tous et toutes et à l'année prochaine pour toujours plus de 
Footbag",51,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; year: date_raw; results: div.eventsResults > pre (with placements),host_club: not found; event_type: not found
1001076315,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001076315/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001076315/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001076315/index.html,mirror_full,5th Annual Finnish Footbag Championships,"September 28-30, 2001","Turku Fair Center Turku, Finland",Suomen Footbag Liitto ry. (Finnish Footbag Association),,"
Top 6 competitors

Pro Freestyle

1. Jere Vainikka - Kuopio
2. Juha-Matti Rytilahti - Pelkosenniemi
3. Ilkka Malin - Helsinki
4. Mika Koistinen - Helsinki
5. Jere Linnanen - Espoo
6. Samuli Viitanen - Helsinki

Pro Doubles Net

1. Jesse Fryckman/Tuomas Kärki - Helsinki
2. Aleksi Öhman/Jani Markkanen - Helsinki
3. Jukka Peltola/Jesse Ruotsalainen - Helsinki
4. Juha-Matti Rytilahti/Janne Uusitalo - Pelkosenniemi
5. Matti Pohjola/Tapio Karhunen - Turku
6. Mikko Inkinen/Jaakko Inkinen - Hollola

Pro Singles Net

1. Tuomas Kärki - Helsinki
2. Jukka Peltola - Helsinki
3. Jani Markkanen - Helsinki
4. Janne Uusitalo - Pelkosenniemi
5. Matti Pohjola - Naantali
6. Aleksi Öhman - Helsinki

Intermediate Singles Net

1. Tuukka Antikainen - Jyväskylä
2. Kari Uusitalo - Pelkosenniemi
3. Jari Linnonmaa - Helsinki
4. Olli Lehtola - Saunavaara
5. Tim Livson - Helsinki
6. Jyri Ilama - Helsinki

Intermediate Doubles Net

1. Iisak Liukko/Tuukka Antikainen - Jyväskylä
2. Tim Livson/Jari Linnonmaa - Helsinki
3. Mikko Tapaninaho/Jyri Ilama - Helsinki
4. Sakarias Liukko/Teppo Harju - Jyväskylä
5. Jani Lirkki/Juha Heinonen - Tampere
6. Olli Lehtola/Janne Tahvola - Lahti

Intermediate Freestyle

1. Jaakko Inkinen - Hollola
2. Iisak Liukko - Jyväskylä
3. Teppo Harju - Jyväskylä
4. Sakarias Liukko - Vaajakoski
5. Mikko Poikonen - Keuruu
6. Tapio Karhunen - Turku
7. Pekka Raitio - Kerava
8. Henry Rautio - Halli
9. Teemu Ahlfors - Kellokoski

Spirit Of the Tournament
Oskari Forstén - Naantali",48,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; host_club: div.eventsHostClubInner; year: date_raw; results: div.eventsResults > pre (with placements),event_type: not found
1001905008,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001905008/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001905008/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001905008/index.html,mirror_full,Fall Footbag Party,"October 20-21, 2001","Site(s) TBA Manassas, Virginia, USA",D.C. All-Stars,,"
The 1st Annual Virginia Fall Footbag Party was a big success!  We played 
footbag net, freestyle, circle style, glow-bag, firebag, and some glow 
frisbee.  Thanks to everyone who came out!!!

Awards:

Farthest Traveled: James ""The Legend"" Harley, South Carolina

Spirit Award: Andy, Teddy, Justin, and Alex, some talented and inspired 
footbag players from Richmond, VA

Biggest Spike: Jeff Bowling powering a sole push into Vince Bradley's 
cranium!

Best Prank: Teddy leaving the party without knowing that his toenails were 
painted pink.",11,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; host_club: div.eventsHostClubInner; year: date_raw; results: div.eventsResults > pre.eventsPre,event_type: not found
1001942070,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001942070/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001942070/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1001942070/index.html,mirror_full,Texas State Footbag Championships,"November 17-18, 2001","Zilker Park Rugby Field Austin, Texas, USA",Austin Style Footbag Club - Texas Footbag League,,"
Texas State 2001 Results

Open Freestyle
1.	Red Husted
2.	James Roberts
3.	Derric Scalf
Intermediate Freestyle
1.	Shardul Sarhad
2.	Cody Rushing
3.	Michael Lopez
30 Second Shred ? Open
1.	Red Husted
2.	Derric Scalf
3.	James Roberts
30 Second Shred ? Intermediate
1.	Cody Rushing
2.	Ariel Santesteban
3.	Mike 

Singles Net
Open
1.	James Roberts
2.	Tim Vozar
3.	David Spears
Intermediate
1.	Abraham Akbari
2.	Chris Walser
3.	Chris Gober

Doubles Net
Open
1.	Craig Lord and David Spears
2.	James Roberts and Eric Burgess
3.	Tina Lewis and Kelly Kelley
Intermediate
1.	Russell Nelson and Luis Alvarez
2.	Alex Spears and Zach Longman

Mixed Doubles Net
1.	Tina Lewis and Matt Strong
2.	Kelly Kelley and Eric Burgess

Women?s Singles Net
1.	Tina Lewis
2.	Kelly Kelley

Golf
1.	James Roberts
2.	Craig Lord
3.	Derric Scalf",44,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; host_club: div.eventsHostClubInner; year: date_raw; results: div.eventsResults > pre (with placements),event_type: not found
1003802417,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1003802417/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1003802417/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1003802417/index.html,mirror_full,II  Torneo  Hacky Sack,"November 9, 2001","Universidad de Sonora Enfrente de laboratorio de Qu?mica Edificio 5-N Hermosillo, Sonora, Mexico",nan,,"
      El evento empezará apartir de la 1:00 del mediodia (ya no estará 
haciendo calor), y terminará cuando empieze a anochecer.

      Está abierto para cualquier persona.

      Las inscripciones se haran via internet ( en los correos 
proporcionados ) , o por teléfono, y se pagarán el dia del evento, con el 
fin de ir organizando la cuestión de los premios y saber como será la 
eliminatoria y hacerla de la forma mas apropiada. Si no tienen ""chanza"" 
se van a poder inscribir el dia del evento antes de empezar a jugar.


     El costo será el siguiente para las diferentes categorias:


*Red (2 vs 2)    $10.00 por equipo
*Free Style       $ 5.00 por persona
*Hackys ( equipo de cuatro)    $20.00 por equipo


RED = es muy parecido a  tennis o volley ball pero con hacky, se juega 
en equipos de 2 


FREE STYLE = consiste en una sola persona dar el mayor número de 
golpes al hacky antes de tocar el piso.  (habrá muy buen premio para el 
que rompa el record)


HACKYs = cada ves que el hacky es tocado por los 4 participantes, 
cuenta como 1 Hacky,  es en equipo de 4 y consiste en lograr el mayor 
número de hackys posible antes de que este caiga.


     En caso de que participen en las tres modalidades se les hará un 
descuento en la cuota.


    En caso de necesitar mas informacion no dudes en contactarnos


    
SEGUNDO TORNEO DE HACKY SACK : HACKY WAR, junto a sus 
organizadores te invita a que formes parte de esto.",25,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; host_club: div.eventsHostClubInner; year: date_raw; results: pre.eventsPre (fallback),host_club: not found; event_type: not found
1004370976,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1004370976/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1004370976/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1004370976/index.html,mirror_full,Bootfägers Shred,"November 10, 2001","B?umlihofschule Basel, Basel-Stadt, Switzerland",Bootfägers Basel,,"
Leider habe ich nur noch die ersten drei plätze da die liste ""abhanden 
gekommen ist möchte mich hier noch kurz entschuldigen auch dafür das sie 
die resultate erst jetzt da sind. nichts desto trotz ...hier sind die gewinner :

Freestyle 2-min : 1. Jan Zimmermann
                           2. Kahu Weber
                           3. Christian Dubuis

Sick-3 Contest : 1. Jan Zimmermann
                          2. Jose Capacoel
                          3. Samuel Hufschmid

Ich danke nochmal allen die da waren und in irgendeiner form den event 
unterstützt haben (spieler,zuschauer und organisatoren)

bis die tage  Kahu",12,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; host_club: div.eventsHostClubInner; year: date_raw; results: div.eventsResults > pre (with placements),event_type: not found
1005667143,2001,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1005667143/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1005667143/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1005667143/index.html,mirror_full,Finnstyle Footbag JAM,"November 24, 2001","Arena Center, Ruskeasuo Helsinki, Finland",nan,,"
Intermediate Big trick 

1. Pekka Raitio, Järvenpää, Finland  - Blurry symposium whirl
2. Timo Aarnio, Järvenpää, Finland  - Diving Butterfly
3. Teemu Ahlfors, Järvenpää, Finland  - Toe set DadaCurve

Intermediate shred

1. Teemu Ahlfors, Järvenpää, Finland
2. Pekka Raitio, Järvenpää, Finland
3. Reimo Öun, Tallinn, Estonia

Open Ironman

1. Jere Vainikka, Kuopio, Finland

Open Huge combo

1. Lasse Salmenhaara, Helsinki, Finland  - Ripped warrior -> Pdx blender!!!!!
2. Janne Pesonen, Keuruu, Finland  - Legbeater -> Vortex
3. Jere Linnanen, Espoo, Finland  - Legbeater -> Pdx legbeater

Open Shred

1. Jere Vainikka, Kuopio, Finland
2. Lasse Salmenhaara, Helsinki, Finland
3. Ilkka Malin, Helsinki, Finland",18,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; year: date_raw; results: div.eventsResults > pre (with placements),host_club: not found; event_type: not found
1011291051,2002,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1011291051/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1011291051/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1011291051/index.html,mirror_full,Quebec City Footbag Net Championships 2002,"July 12-14, 2002 add this event to iCal subscribe to all events via iCal","Plaines of Abraham Quebec City, Quebec, Canada",nan,,"
Here are this year's results: 

OPEN SINGLES: 
1- Emmanuel Bouchard 
2- John Leys 
3- Yves Archambault 
4- Patrick Asswad 
5- Chris Siebert 
5- Alexis Deschênes 
7- Robert Lavigne 
8- Paul T. Lovern 
9- Benjamin Rochon 
9- Alexandre Bélanger 
11- Stéphane Comeau
12- Dominic Soulard
13- Philippe Lessard 
14-  Geneviève Bousquet 
15-  Pierre-Jacques Daigle 
15-  Jean-Philippe Rochefort 
15-  Olivier Tronchon 
Scratches :  Samuel Cloutier (hamstring), Martin Côté (ankle)
 
OPEN DOUBLES:
1- Andy Ronald / John Leys 
2- Alexis Deschênes / Yves Archambault 
3- Emmanuel Bouchard / P. T. Lovern 
4- Benjamin Rochon / Jean-François Lemieux 
5- Robert Lavigne / Geneviève Bousquet 
5- Patrick Asswad / Samuel Cloutier 
7- Dominic Soulard / Olivier Tronchon 
8- Pierre-Jacques Daigle / Jean-Philippe Rochefort 
9- Stéphane Comeau / Philippe Lessard 
9- Lyne Arsenault / Alexandre Bélanger 
11- Katia Couture / Natasha Mercure 

INTERMEDIATE SINGLES: 
1- Theodore Fritsch 
2- Natasha Mercure 
3- Lyne Arsenault 
4- Katia Couture 
5- Rémy Pouliot 
6- Patrick Barré 
7- Christian Belisle 
8- Merry McCown 
9- Guillaume D'Amours 

INTERMÉDIATE DOUBLES: 
1- Theodore Fritsch / Rémy Pouliot 
2- Patrick Barré / Christian Belisle 
3- Guillaume D'Amours / Merry McCown  
",46,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; year: date_raw; results: div.eventsResults > pre (with placements),host_club: not found; event_type: not found
1011324897,2002,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1011324897/index.html,file:///home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1011324897/index.html,/home/james/projects/FOOTBAG_DATA/mirror_full/www.footbag.org/events/show/1011324897/index.html,mirror_full,PennStateTrio's O.F.F. 2,"March 2-3, 2002 add this event to iCal subscribe to all events via iCal","Days Inn Hotel (Ballroom Reserved) State College, Pennsylvania, USA",nan,,"
Hey, everyone, Kaiser here. Sorry it took me so long to post the results for 
this event. Relocating to a new area does take up a lot of time (which I am 
in the middle of doing now)... 
Unfortunately, the PennStateTrio will be somewhat dissolved after this month, 
since Integer has also previously relocated and I am about to do so. But we'll 
always be shredding together at future events. These guys have definitely given 
me some of the most hardcore shred sessions of my life. My personal thanks goes 
out to the PennStateTrio for a few great years of drunken fun and shred. Go East 
Coast! 
So here's the story; These are the final results of probably the PST's last 
event. It was a great one, with LOTS of players and a lot more spectators than 
we could have imagined. We didn't expect too many spectators because the event 
was held inside a hotel ballroom. However, many spectators for the event came 
by, as well as just simply people staying at the hotel who were curious about 
what all of the fuss was downstairs.
The surface was great (thin carpeting), and the players all rocked. Team 
Montreal proved that they were the smooth ones with their mesmerizing shred. Ken 
Somolinos rocked the house with LONG guiltless strings (it seemed that every 
time Ken got the bag, he went for at least 20 contacts and often times way more 
than that), Jon Schnieder bent his legs in ways that made people want to puke 
and cover their children's eyes (swirling spinning set!!!) and PST's own ""Flash"" 
Gordon held down the fort and handed out a few spankings of his own. Many 
players new to the overall scene were also present, and as we predicted, they 
made a huge splash at this event. Other established intermediates like Brad 
Nelson, Jake Milofsky, and Caleb Abraham will be integral to the East Coast 
footbag scene's future. They will be extremely sick one day very soon... It 
seems that Rob Riefer has gotten a lot better at his game (very little bails, 
and lots of guiltless play). I guess shredding with Kenny Shults can do that to 
you. I was very impressed by the OSU crew. They definitely let us know that 
there is a growing footbag force out in Ohio. And of course, NYFA came and 
reminded us all why we have so much fun shredding and just hanging out after the 
events. You guys are the best, don't ever stop being you. (I recommend to anyone 
that comes to an East Coast tournament that they should make all efforts to hang 
out with the NYFA crew because they are probably the most fun people to hang out 
with at any event).
Special thanks goes out to Jeremy Shinoda, Rob Riefer, Megan Riefer, Bob Green, 
Sebastian ""The Hurricane"" Duchene, Jake Milofsky, Peter Harris, and Bruce Dole 
for helping us run the event through judging, time keeping, and music 
coordination. You guys are the best, thank you for your selfless efforts in 
making this event what it was. It wouldn't have gone as well if you guys hadn't 
been there to help. Extra special props go out to Scott Bevier (Flash) for 
destroying his bank account to throw this event for the players, and to Alex 
Faber (Integer) who was supportive in numerous ways and was with us in spirit.
All right, I'll stop babbling. Here it is:

(Only top three for each category/skill level are listed because I am lazy and 
pressed for time at the moment)


Intermediate Shred:

1. Caleb Abraham
2. Brad Nelson
3. Jake Milofsky


Intermediate Routines:

1. Jake Milofsky
2. Noah Jay Bohn
3. Nino Almazon


Open Shred:

1. ""Flash"" Gordon Bevier
2. Yacine ""The Fiend"" Merzouk
3. Jonathan ""The Outsider"" Schnieder


Open Routines:

1. Ken Somolinos
2. ""Flash"" Gordon Bevier
3. Yacine ""The Fiend"" Merzouk


Best Looking Guy At P.S.T.O.F.F.2 Award:

Kaiser ""Soze"" Ahmad
",64,True,event_name: <title> tag; date: div.eventsDateHeader; location: div.eventsLocationInner; host_club: div.eventsHostClubInner; year: date_raw; results: div.eventsResults > pre (with placements),host_club: not found; event_type: not found
