event_id,event_name,year,event_type,sport,division,matched_stage2_division,match_type,mirror_row_count,sheet_row_count,mirror_max_place,sheet_max_place,placement_completeness_ratio,max_place_gap,status,failure_mode,notes
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,,no_match,27,0,3,0,0.0,3,MISSING,division_header_not_detected,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Singles Consecutive,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Doubles Consecutive,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Footbag Golf,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Footbag Freestyle,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Mixed Doubles Footbag Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Advanced Doubles Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Open Singles Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Open Doubles Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1043096425,East Coast Championships - 3rd Annual - 1985,1985,mixed,,,Womens Singles Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,,no_match,33,0,3,0,0.0,3,MISSING,division_header_not_detected,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Singles Consecutive,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Doubles One Pass Consecutive,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Footbag Golf,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Footbag Freestyle,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Mixed Doubles Footbag Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Beginners Singls Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Beginners Doubles Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Womens Singles Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
1057126024,East Coast Footbag Championships - 4th Annual - 1986,1986,mixed,,,Womens Doubles Net,stage2_only,0,3,0,0,,0,STAGE2_ONLY,,
