event_id,year,event_name,line_no,line_raw,line_class,trick_raw,trick_canon,trick_category,person_id,person_canon,match_type,attribution_confidence,person_id_2,person_canon_2,team_flag,context_snippet
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,butterfly,butterfly,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False,Haze > pixie [butterfly] > stepping mirage
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,stepping,stepping,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False,Haze > pixie butterfly > [stepping] mirage
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,mirage,mirage,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False, > pixie butterfly > stepping [mirage]
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,pixie,pixie,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False,Haze > [pixie] butterfly > stepping mirage
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,ducking butterfly,ducking butterfly,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- pixie butterfly>pdx mirage>[ducking butterfly]
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,butterfly,butterfly,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- pixie [butterfly]>pdx mirage>ducking butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,mirage,mirage,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- pixie butterfly>pdx [mirage]>ducking butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,pixie,pixie,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- [pixie] butterfly>pdx mirage>ducking 
1016457376,2002,Cinco de Mayo Footbag Fest,17,- clipper>ripwalk>blur,trick_chain,clipper,clipper,,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,exact,context_window,,,False,- [clipper]>ripwalk>blur
1016457376,2002,Cinco de Mayo Footbag Fest,17,- clipper>ripwalk>blur,trick_chain,ripwalk,ripwalk,,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,exact,context_window,,,False,- clipper>[ripwalk]>blur
1016457376,2002,Cinco de Mayo Footbag Fest,17,- clipper>ripwalk>blur,trick_chain,blur,blur,,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,exact,context_window,,,False,- clipper>ripwalk>[blur]
1016457376,2002,Cinco de Mayo Footbag Fest,19,- pixie>toe ducking mirage>butterfly,trick_chain,ducking mirage,ducking mirage,,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,exact,context_window,,,False,- pixie>toe [ducking mirage]>butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,19,- pixie>toe ducking mirage>butterfly,trick_chain,butterfly,butterfly,,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,exact,context_window,,,False,- pixie>toe ducking mirage>[butterfly]
1016457376,2002,Cinco de Mayo Footbag Fest,19,- pixie>toe ducking mirage>butterfly,trick_chain,pixie,pixie,,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,exact,context_window,,,False,- [pixie]>toe ducking mirage>butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,21,- wrap>osis>inside del,trick_chain,osis,osis,,00535124-269f-5de1-be41-94948cdae1c0,Ben Scarborough,exact,context_window,,,False,- wrap>[osis]>inside del
1016457376,2002,Cinco de Mayo Footbag Fest,23,- pixie toe>toe del >atw,trick_chain,pixie,pixie,,153f48a3-6f39-583d-a39a-e791454234e8,Brett Ables,exact,context_window,,,False,- [pixie] toe>toe del >atw
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,- whirling [swirl]>whirling swirl>whirling swirl
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,- whirling swirl>whirling [swirl]>whirling swirl(>whirling swir
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,swirl>whirling swirl>whirling [swirl](>whirling swirl)
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,wirl>whirling swirl(>whirling [swirl])
1016457376,2002,Cinco de Mayo Footbag Fest,45,- ripwalk>spinning butterfly>pdx dlo,trick_chain,spinning butterfly,spinning butterfly,,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,exact,context_window,,,False,- ripwalk>[spinning butterfly]>pdx dlo
1016457376,2002,Cinco de Mayo Footbag Fest,45,- ripwalk>spinning butterfly>pdx dlo,trick_chain,ripwalk,ripwalk,,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,exact,context_window,,,False,- [ripwalk]>spinning butterfly>pdx dlo
1016457376,2002,Cinco de Mayo Footbag Fest,48,Alex Faber- Gyro Dlo,trick_chain,Gyro,gyro,,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,exact,context_window,,,False,Alex Faber- [Gyro] Dlo
1034985978,2003,2003 Canadian Open Footbag Championships,26,"Ethan Husted (OR, USA) (Shooting Eggbeater)",trick_chain,Eggbeater,eggbeater,,10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,exact,context_window,,,False,"an Husted (OR, USA) (Shooting [Eggbeater])"
1034985978,2003,2003 Canadian Open Footbag Championships,30,Allan Haggett (BC) (Ripped Warrior-Blurry Whirl-Stepping Swivel),trick_chain,Blurry Whirl,blurry whirl,,10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,exact,context_window,,,False, Haggett (BC) (Ripped Warrior-[Blurry Whirl]-Stepping Swivel)
1034985978,2003,2003 Canadian Open Footbag Championships,30,Allan Haggett (BC) (Ripped Warrior-Blurry Whirl-Stepping Swivel),trick_chain,Stepping,stepping,,10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,exact,context_window,,,False, (Ripped Warrior-Blurry Whirl-[Stepping] Swivel)
1036653244,2003,2003 Shred Zero Summer Open,14,Jon Zaleski (Assassin > Fairy Whirl > Vortex),trick_chain,Whirl,whirl,,e66d59f6-6fb8-5ca7-b989-208de0ec0dc6,Eric Reiley,exact,context_window,,,False,Jon Zaleski (Assassin > Fairy [Whirl] > Vortex)
1036653244,2003,2003 Shred Zero Summer Open,16,Rob Fuller (Ducking Scorpions Tail),trick_chain,Ducking,ducking,,e66d59f6-6fb8-5ca7-b989-208de0ec0dc6,Eric Reiley,exact,context_window,,,False,Rob Fuller ([Ducking] Scorpions Tail)
1038895913,2003,Seapa NZ Freestyle Footbag Championships,8,"Ripwalk, Blur, Symposium Mirage",trick_chain,Symposium,symposium,,1fe9531c-8c55-5926-a2c0-74476e4f5768,Jon Lee,exact,context_window,,,False,"Ripwalk, Blur, [Symposium] Mirage"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,8,"Ripwalk, Blur, Symposium Mirage",trick_chain,Ripwalk,ripwalk,,1fe9531c-8c55-5926-a2c0-74476e4f5768,Jon Lee,exact,context_window,,,False,"[Ripwalk], Blur, Symposium Mirage"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,8,"Ripwalk, Blur, Symposium Mirage",trick_chain,Mirage,mirage,,1fe9531c-8c55-5926-a2c0-74476e4f5768,Jon Lee,exact,context_window,,,False,"Ripwalk, Blur, Symposium [Mirage]"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,8,"Ripwalk, Blur, Symposium Mirage",trick_chain,Blur,blur,,1fe9531c-8c55-5926-a2c0-74476e4f5768,Jon Lee,exact,context_window,,,False,"Ripwalk, [Blur], Symposium Mirage"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,10,"Butterfly, Ripwalk Osis",trick_chain,Butterfly,butterfly,,e49165b1-b378-5ac5-b92e-566abacd386f,Christian Mills,exact,context_window,,,False,"[Butterfly], Ripwalk Osis"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,10,"Butterfly, Ripwalk Osis",trick_chain,Ripwalk,ripwalk,,e49165b1-b378-5ac5-b92e-566abacd386f,Christian Mills,exact,context_window,,,False,"Butterfly, [Ripwalk] Osis"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,10,"Butterfly, Ripwalk Osis",trick_chain,Osis,osis,,e49165b1-b378-5ac5-b92e-566abacd386f,Christian Mills,exact,context_window,,,False,"Butterfly, Ripwalk [Osis]"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,12,"ATW, Mirage, Toe set Torque",trick_chain,Mirage,mirage,,38c38c00-7c40-5136-b7d0-6e3c348aa396,John Hutchinson,exact,context_window,,,False,"ATW, [Mirage], Toe set Torque"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,12,"ATW, Mirage, Toe set Torque",trick_chain,Torque,torque,,38c38c00-7c40-5136-b7d0-6e3c348aa396,John Hutchinson,exact,context_window,,,False,"ATW, Mirage, Toe set [Torque]"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,15,"Blurry Whirl, PS Whirl, Whirlwind",trick_chain,Blurry Whirl,blurry whirl,,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,context_window,,,False,"[Blurry Whirl], PS Whirl, Whirlwind"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,15,"Blurry Whirl, PS Whirl, Whirlwind",trick_chain,Whirl,whirl,,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,context_window,,,False,"Blurry Whirl, PS [Whirl], Whirlwind"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,17,"Witchdoctor, Pixie Ducking Mirage, Pixie Double Legover",trick_chain,Ducking Mirage,ducking mirage,,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,exact,context_window,,,False,"Witchdoctor, Pixie [Ducking Mirage], Pixie Double Legover"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,17,"Witchdoctor, Pixie Ducking Mirage, Pixie Double Legover",trick_chain,Legover,legover,,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,exact,context_window,,,False," Ducking Mirage, Pixie Double [Legover]"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,17,"Witchdoctor, Pixie Ducking Mirage, Pixie Double Legover",trick_chain,Pixie,pixie,,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,exact,context_window,,,False,"Witchdoctor, [Pixie] Ducking Mirage, Pixie Double "
1038895913,2003,Seapa NZ Freestyle Footbag Championships,17,"Witchdoctor, Pixie Ducking Mirage, Pixie Double Legover",trick_chain,Pixie,pixie,,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,exact,context_window,,,False,"doctor, Pixie Ducking Mirage, [Pixie] Double Legover"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,19,"Pixie Paradon, Ripwalk, PS Whirl",trick_chain,Ripwalk,ripwalk,,126a7db1-2603-5589-848f-c0af515660a1,Johnathon Murphy,exact,context_window,,,False,"Pixie Paradon, [Ripwalk], PS Whirl"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,19,"Pixie Paradon, Ripwalk, PS Whirl",trick_chain,Pixie,pixie,,126a7db1-2603-5589-848f-c0af515660a1,Johnathon Murphy,exact,context_window,,,False,"[Pixie] Paradon, Ripwalk, PS Whirl"
1038895913,2003,Seapa NZ Freestyle Footbag Championships,19,"Pixie Paradon, Ripwalk, PS Whirl",trick_chain,Whirl,whirl,,126a7db1-2603-5589-848f-c0af515660a1,Johnathon Murphy,exact,context_window,,,False,"Pixie Paradon, Ripwalk, PS [Whirl]"
