event_id,year,event_name,line_no,line_raw,line_class,trick_raw,trick_canon,trick_category,person_id,person_canon,match_type,attribution_confidence,person_id_2,person_canon_2,team_flag,context_snippet
1005667143,2001,Finnstyle Footbag JAM,2,"1. Pekka Raitio, Järvenpää, Finland - Blurry symposium whirl",result_trick,Blurry symposium whirl,blurry symposium whirl,,7a8ebf46-3df4-5114-9913-7154c9e52708,Pekka Raitio,exact,direct,,,False," Raitio, Järvenpää, Finland - [Blurry symposium whirl]"
1005667143,2001,Finnstyle Footbag JAM,3,"2. Timo Aarnio, Järvenpää, Finland - Diving Butterfly",result_trick,Butterfly,butterfly,,5e7aee36-aee8-5e0f-8ba5-3e955de284f3,Timo Aarnio,exact,direct,,,False,", Järvenpää, Finland - Diving [Butterfly]"
1005667143,2001,Finnstyle Footbag JAM,12,"1. Lasse Salmenhaara, Helsinki, Finland - Ripped warrior -> Pdx blender!!!!!",result_trick,blender,blender,,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,exact,direct,,,False,nland - Ripped warrior -> Pdx [blender]!!!!!
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,butterfly,butterfly,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False,Haze > pixie [butterfly] > stepping mirage
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,stepping,stepping,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False,Haze > pixie butterfly > [stepping] mirage
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,mirage,mirage,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False, > pixie butterfly > stepping [mirage]
1011556608,2002,FOOTJAM meets 3BORDERSCUP,15,Haze > pixie butterfly > stepping mirage,trick_chain,pixie,pixie,,4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,exact,context_window,,,False,Haze > [pixie] butterfly > stepping mirage
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,53,1. Sunil Jani (Jani-Walker > Blurriest > Flurry),result_trick,Blurriest,blurriest,,8f15594c-f3f9-53d9-bfe5-409e746b7c29,Sunil Jani,exact,direct,,,False,1. Sunil Jani (Jani-Walker > [Blurriest] > Flurry)
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,53,1. Sunil Jani (Jani-Walker > Blurriest > Flurry),result_trick,Flurry,flurry,,8f15594c-f3f9-53d9-bfe5-409e746b7c29,Sunil Jani,exact,direct,,,False,ni (Jani-Walker > Blurriest > [Flurry])
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,54,2. Ryan Mulroney (Blurry Whirl > Paradox Symposium Whirl > Whirlwind),result_trick,Paradox Symposium Whirl,paradox symposium whirl,,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,direct,,,False,Ryan Mulroney (Blurry Whirl > [Paradox Symposium Whirl] > Whirlwind)
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,54,2. Ryan Mulroney (Blurry Whirl > Paradox Symposium Whirl > Whirlwind),result_trick,Blurry Whirl,blurry whirl,,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,direct,,,False,2. Ryan Mulroney ([Blurry Whirl] > Paradox Symposium Whirl > W
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,55,3. Jeremy Benton (Blurry Whirl > Osis > Paradox Torque),result_trick,Paradox Torque,paradox torque,,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,exact,direct,,,False,Benton (Blurry Whirl > Osis > [Paradox Torque])
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,55,3. Jeremy Benton (Blurry Whirl > Osis > Paradox Torque),result_trick,Blurry Whirl,blurry whirl,,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,exact,direct,,,False,3. Jeremy Benton ([Blurry Whirl] > Osis > Paradox Torque)
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,55,3. Jeremy Benton (Blurry Whirl > Osis > Paradox Torque),result_trick,Osis,osis,,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,exact,direct,,,False,Jeremy Benton (Blurry Whirl > [Osis] > Paradox Torque)
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,ducking butterfly,ducking butterfly,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- pixie butterfly>pdx mirage>[ducking butterfly]
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,butterfly,butterfly,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- pixie [butterfly]>pdx mirage>ducking butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,mirage,mirage,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- pixie butterfly>pdx [mirage]>ducking butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,15,- pixie butterfly>pdx mirage>ducking butterfly,trick_chain,pixie,pixie,,66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,exact,context_window,,,False,- [pixie] butterfly>pdx mirage>ducking 
1016457376,2002,Cinco de Mayo Footbag Fest,17,- clipper>ripwalk>blur,trick_chain,clipper,clipper,,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,exact,context_window,,,False,- [clipper]>ripwalk>blur
1016457376,2002,Cinco de Mayo Footbag Fest,17,- clipper>ripwalk>blur,trick_chain,ripwalk,ripwalk,,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,exact,context_window,,,False,- clipper>[ripwalk]>blur
1016457376,2002,Cinco de Mayo Footbag Fest,17,- clipper>ripwalk>blur,trick_chain,blur,blur,,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,exact,context_window,,,False,- clipper>ripwalk>[blur]
1016457376,2002,Cinco de Mayo Footbag Fest,19,- pixie>toe ducking mirage>butterfly,trick_chain,ducking mirage,ducking mirage,,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,exact,context_window,,,False,- pixie>toe [ducking mirage]>butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,19,- pixie>toe ducking mirage>butterfly,trick_chain,butterfly,butterfly,,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,exact,context_window,,,False,- pixie>toe ducking mirage>[butterfly]
1016457376,2002,Cinco de Mayo Footbag Fest,19,- pixie>toe ducking mirage>butterfly,trick_chain,pixie,pixie,,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,exact,context_window,,,False,- [pixie]>toe ducking mirage>butterfly
1016457376,2002,Cinco de Mayo Footbag Fest,21,- wrap>osis>inside del,trick_chain,osis,osis,,00535124-269f-5de1-be41-94948cdae1c0,Ben Scarborough,exact,context_window,,,False,- wrap>[osis]>inside del
1016457376,2002,Cinco de Mayo Footbag Fest,23,- pixie toe>toe del >atw,trick_chain,pixie,pixie,,153f48a3-6f39-583d-a39a-e791454234e8,Brett Ables,exact,context_window,,,False,- [pixie] toe>toe del >atw
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,- whirling [swirl]>whirling swirl>whirling swirl
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,- whirling swirl>whirling [swirl]>whirling swirl(>whirling swir
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,swirl>whirling swirl>whirling [swirl](>whirling swirl)
1016457376,2002,Cinco de Mayo Footbag Fest,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),trick_chain,swirl,swirl,,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,exact,context_window,,,False,wirl>whirling swirl(>whirling [swirl])
1016457376,2002,Cinco de Mayo Footbag Fest,45,- ripwalk>spinning butterfly>pdx dlo,trick_chain,spinning butterfly,spinning butterfly,,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,exact,context_window,,,False,- ripwalk>[spinning butterfly]>pdx dlo
1016457376,2002,Cinco de Mayo Footbag Fest,45,- ripwalk>spinning butterfly>pdx dlo,trick_chain,ripwalk,ripwalk,,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,exact,context_window,,,False,- [ripwalk]>spinning butterfly>pdx dlo
1016457376,2002,Cinco de Mayo Footbag Fest,48,Alex Faber- Gyro Dlo,trick_chain,Gyro,gyro,,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,exact,context_window,,,False,Alex Faber- [Gyro] Dlo
1018925821,2002,Tri-State Area Footbag Jam,2,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender),result_trick,Paradox Blender,paradox blender,,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,exact,direct,,,False, (Blurry Whirl>Paradox Torque>[Paradox Blender])
1018925821,2002,Tri-State Area Footbag Jam,2,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender),result_trick,Paradox Torque,paradox torque,,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,exact,direct,,,False,st: Brad Nelson (Blurry Whirl>[Paradox Torque]>Paradox Blender)
1018925821,2002,Tri-State Area Footbag Jam,2,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender),result_trick,Blurry Whirl,blurry whirl,,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,exact,direct,,,False,1st: Brad Nelson ([Blurry Whirl]>Paradox Torque>Paradox Blende
